loan_id	customer_id	loan_type	region_killeen	origination_date	maturity_date	origination_amount	current_balance	interest_rate	collateral_value	purpose_segment	days_past_due	loan_status	annual_income	credit_score	dti_ratio	LTV_ratio
L00003044	C804590	Residential Mortgage	Other Texas Region	2022-08-08	2036-08-08	201089.69	92762.48	10.6615	254936.86	Residential_Mortgage	0	Current	94183	697	0.48	0.3639
L00003045	C107099	Commercial Real Estate (CRE)	Killeen, TX Metro	2018-03-05	2041-03-05	983714.91	950767.8	7.591	1380207.78	Industrial	30	Past Due (30)	-1	-1	-1	0.6889
L00003046	C873974	Residential Mortgage	Other Texas Region	2019-01-18	2042-01-18	85115.68	13760.63	13.8284	87658.11	Residential_Mortgage	0	Current	63832	745	0.47	0.157
L00003047	C518647	Personal Unsecured	Other Texas Region	2018-03-01	2030-03-01	231368.13	218452.39	14.3577	-1	Personal_Unsecured	0	Current	163373	724	0.19	0.8893
L00003048	C680780	Commercial Real Estate (CRE)	Other Texas Region	2019-02-06	2027-02-06	2249139.15	1543810.58	6.1733	2445678.69	Office	0	Current	-1	-1	-1	0.6312
L00003049	C196722	Residential Mortgage	Other Texas Region	2022-10-24	2038-10-24	181816.87	29994.59	11.0605	228859.49	Residential_Mortgage	0	Current	83077	729	0.28	0.1311
L00003050	C654399	Residential Mortgage	Other Texas Region	2021-10-12	2028-10-12	143850.73	113593.05	13.1498	145841.2	Residential_Mortgage	60	Past Due (60)	82770	743	0.49	0.7789
L00003051	C163936	Residential Mortgage	Other Texas Region	2020-04-16	2027-04-16	75532.04	75363.93	13.6515	87697.31	Residential_Mortgage	90	Past Due (90+)	37119	769	0.21	0.8594
L00003052	C777974	Residential Mortgage	Other Texas Region	2023-03-07	2038-03-07	101450.31	60730.64	6.6116	108375.17	Residential_Mortgage	0	Current	91388	702	0.34	0.5604
L00003053	C323332	Consumer Auto	Killeen, TX Metro	2022-02-05	2045-02-05	216288.71	52574.43	4.8029	231975.37	Consumer_Auto	0	Current	67753	754	0.5	0.2266
L00003054	C825836	Residential Mortgage	Other Texas Region	2023-09-26	2039-09-26	162146.4	138124.34	8.5457	179792.25	Residential_Mortgage	0	Current	55853	710	0.5	0.7682
L00003055	C873319	Residential Mortgage	Other Texas Region	2019-01-11	2027-01-11	228160.23	171326.15	6.9455	247417.16	Residential_Mortgage	0	Current	72516	669	0.39	0.6925
L00003056	C423064	Residential Mortgage	Killeen, TX Metro	2021-08-18	2027-08-18	309443.84	112419.72	8.8198	421481.04	Residential_Mortgage	0	Current	103423	723	0.29	0.2667
L00003057	C587510	Commercial Real Estate (CRE)	Killeen, TX Metro	2018-01-30	2025-01-30	2510530.85	1585840.93	8.3528	2834241.57	Multi-Family	0	Current	-1	-1	-1	0.5595
L00003058	C163530	Residential Mortgage	Killeen, TX Metro	2021-04-25	2044-04-25	70149.69	18082.31	6.8393	90662.67	Residential_Mortgage	0	Current	55806	681	0.36	0.1994
L00003059	C529440	Commercial Real Estate (CRE)	Killeen, TX Metro	2021-06-22	2030-06-22	1335055.74	466402.98	9.3383	1348150.29	Office	0	Current	-1	-1	-1	0.346
L00003060	C369932	Residential Mortgage	Other Texas Region	2019-06-05	2031-06-05	116154.69	31971	12.6446	125488.93	Residential_Mortgage	0	Current	20000	652	0.52	0.2548
L00003061	C652370	Commercial Real Estate (CRE)	Other Texas Region	2020-07-24	2030-07-24	2015775.56	2001435.32	8.8981	2413304.57	Multi-Family	0	Current	-1	-1	-1	0.8293
L00003062	C713858	Residential Mortgage	Killeen, TX Metro	2018-09-12	2029-09-12	251512.99	126692.71	4.6733	351326	Residential_Mortgage	0	Current	150831	690	0.4	0.3606
L00003063	C725303	Residential Mortgage	Killeen, TX Metro	2021-04-12	2044-04-12	130723.4	92354.1	4.2491	161318.47	Residential_Mortgage	0	Current	177588	633	0.29	0.5725
L00003064	C832176	Consumer Auto	Other Texas Region	2023-08-20	2042-08-20	217312.26	203488.06	14.8512	263122.87	Consumer_Auto	0	Current	151716	713	0.4	0.7734
L00003065	C970020	Commercial Real Estate (CRE)	Killeen, TX Metro	2020-08-17	2030-08-17	3083629.19	577720.19	9.0737	4128489.88	Multi-Family	0	Current	-1	-1	-1	0.1399
L00003066	C247603	Residential Mortgage	Killeen, TX Metro	2021-12-25	2035-12-25	32073.47	5903.72	14.4826	35089.74	Residential_Mortgage	0	Current	170927	698	0.47	0.1682
L00003067	C974772	Residential Mortgage	Other Texas Region	2020-12-18	2027-12-18	159001.93	22150	11.7662	191809.17	Residential_Mortgage	0	Current	166600	670	0.36	0.1155
L00003068	C718727	Consumer Auto	Other Texas Region	2020-12-21	2038-12-21	87801.51	59364.12	13.1202	91111.92	Consumer_Auto	0	Current	119038	686	0.31	0.6516
L00003069	C241214	Residential Mortgage	Other Texas Region	2021-11-23	2031-11-23	136967.23	30554.55	8.2353	149325.62	Residential_Mortgage	0	Current	96851	690	0.35	0.2046
L00003070	C739341	Consumer Auto	Other Texas Region	2020-02-16	2039-02-16	253756.44	119458.63	5.8444	261009.47	Consumer_Auto	0	Current	66948	719	0.25	0.4577
L00003071	C672643	Commercial Real Estate (CRE)	Other Texas Region	2021-02-23	2030-02-23	1121138.12	346416.66	6.126	1140331.55	Multi-Family	0	Current	-1	-1	-1	0.3038
L00003072	C503082	Residential Mortgage	Killeen, TX Metro	2021-06-09	2027-06-09	107278.14	28714.23	10.3589	151054.93	Residential_Mortgage	30	Past Due (30)	118900	611	0.19	0.1901
L00003073	C301139	Commercial Real Estate (CRE)	Other Texas Region	2019-01-09	2026-01-09	100000	37709.45	6.5374	137006.15	Retail	0	Current	-1	-1	-1	0.2752
L00003074	C858994	Consumer Auto	Other Texas Region	2018-09-22	2034-09-22	152935.67	124199.91	14.3272	181597.02	Consumer_Auto	0	Current	93157	705	0.29	0.6839
L00003075	C749714	Commercial Real Estate (CRE)	Other Texas Region	2020-07-13	2029-07-13	1061082.81	702954.11	5.6476	1399882.01	Multi-Family	0	Current	-1	-1	-1	0.5022
L00003076	C688315	Residential Mortgage	Other Texas Region	2020-07-12	2030-07-12	129888.13	49978.67	13.6725	132171.57	Residential_Mortgage	0	Current	83628	693	0.43	0.3781
L00003077	C551122	Residential Mortgage	Other Texas Region	2023-09-28	2043-09-28	114565.96	94815.68	5.9919	128841.16	Residential_Mortgage	30	Past Due (30)	98266	698	0.19	0.7359
L00003078	C259210	Consumer Auto	Killeen, TX Metro	2020-11-12	2039-11-12	276782.09	186247.28	8.7299	392774.21	Consumer_Auto	0	Current	72415	719	0.27	0.4742
L00003079	C192601	Commercial Real Estate (CRE)	Killeen, TX Metro	2022-04-14	2035-04-14	1067558.07	149923.42	8.8045	1391532.77	Industrial	0	Current	-1	-1	-1	0.1077
L00003080	C129956	Residential Mortgage	Other Texas Region	2020-09-22	2041-09-22	117208.37	43920.87	6.8802	151414.76	Residential_Mortgage	0	Current	20000	719	0.44	0.2901
L00003081	C338340	Personal Unsecured	Killeen, TX Metro	2023-06-17	2034-06-17	159165	52605.98	4.0641	-1	Personal_Unsecured	0	Current	20000	656	0.49	0.2784
L00003082	C729085	Commercial Real Estate (CRE)	Other Texas Region	2018-09-24	2023-09-24	1035459.83	944236.33	7.6561	1038895.07	Office	0	Current	-1	-1	-1	0.9089
L00003083	C569511	Personal Unsecured	Other Texas Region	2019-12-04	2031-12-04	194406.83	183000.79	8.2651	-1	Personal_Unsecured	0	Current	78062	701	0.19	0.7575
L00003084	C760799	Commercial Real Estate (CRE)	Killeen, TX Metro	2021-06-27	2027-06-27	2012677.06	1850549.25	5.7337	2540257.2	Multi-Family	0	Current	-1	-1	-1	0.7285
L00003085	C928965	Consumer Auto	Other Texas Region	2020-11-27	2030-11-27	181182.68	76151.89	4.7001	213377.97	Consumer_Auto	0	Current	20000	838	0.31	0.3569
L00003086	C521486	Personal Unsecured	Killeen, TX Metro	2018-01-21	2024-01-21	152236.86	99147.81	13.5862	-1	Personal_Unsecured	30	Past Due (30)	148347	657	0.35	0.5834
L00003087	C703103	Personal Unsecured	Other Texas Region	2020-07-15	2039-07-15	364482.29	77190.26	6.4122	-1	Personal_Unsecured	0	Current	53425	751	0.24	0.1673
L00003088	C139279	Residential Mortgage	Other Texas Region	2019-12-18	2028-12-18	1000	162.67	10.8015	1237.4	Residential_Mortgage	0	Current	48242	792	0.27	0.1315
L00003089	C471931	Consumer Auto	Other Texas Region	2020-08-09	2040-08-09	180765.67	46038.58	12.8991	187556.4	Consumer_Auto	0	Current	110299	734	0.32	0.2455
L00003090	C248702	Commercial Real Estate (CRE)	Killeen, TX Metro	2021-05-18	2039-05-18	1391009.31	1178545.8	5.8887	1403025.76	Office	60	Past Due (60)	-1	-1	-1	0.84
L00003091	C161063	Residential Mortgage	Other Texas Region	2023-02-27	2045-02-27	134858.86	103065.01	14.9645	147104.7	Residential_Mortgage	0	Current	139868	802	0.16	0.7006
L00003092	C873887	Residential Mortgage	Killeen, TX Metro	2022-08-27	2039-08-27	184394.71	168918.18	14.3074	254774.56	Residential_Mortgage	0	Current	171852	753	0.29	0.663
L00003093	C354311	Residential Mortgage	Other Texas Region	2018-03-04	2034-03-04	250610.18	184333.96	8.0827	285289.56	Residential_Mortgage	0	Current	74844	831	0.29	0.6461
L00003094	C752184	Consumer Auto	Other Texas Region	2021-09-09	2039-09-09	180481.18	120752.05	13.8069	205631.31	Consumer_Auto	0	Current	65252	763	0.33	0.5872
L00003095	C790504	Commercial Real Estate (CRE)	Killeen, TX Metro	2022-09-15	2045-09-15	2321377.8	1629567.77	6.4057	3071684.58	Industrial	0	Current	-1	-1	-1	0.5305
L00003096	C545377	Personal Unsecured	Killeen, TX Metro	2023-12-29	2046-12-29	250362.52	181733.33	13.1935	-1	Personal_Unsecured	0	Current	155942	780	0.45	0.7199
L00003097	C589934	Residential Mortgage	Other Texas Region	2019-12-08	2041-12-08	74088.9	45010.91	14.0495	75298.17	Residential_Mortgage	0	Current	129059	676	0.18	0.5978
L00003098	C619089	Consumer Auto	Other Texas Region	2018-09-06	2036-09-06	90808.84	13018.37	11.3537	115208.6	Consumer_Auto	0	Current	113498	778	0.16	0.113
L00003099	C846434	Consumer Auto	Killeen, TX Metro	2021-12-18	2038-12-18	229292.54	137105.05	14.443	273661.65	Consumer_Auto	0	Current	20000	799	0.35	0.501
L00003100	C308432	Consumer Auto	Other Texas Region	2022-06-17	2031-06-17	235091.85	210443.59	4.556	288626.45	Consumer_Auto	30	Past Due (30)	135924	723	0.21	0.7291
L00003101	C282051	Commercial Real Estate (CRE)	Killeen, TX Metro	2022-09-16	2043-09-16	820499.74	388505.57	9.1075	1008041.76	Retail	0	Current	-1	-1	-1	0.3854
L00003102	C197661	Residential Mortgage	Killeen, TX Metro	2023-11-04	2032-11-04	4035.6	1715.81	14.3062	5067.83	Residential_Mortgage	0	Current	146807	738	0.24	0.3386
L00003103	C797960	Residential Mortgage	Other Texas Region	2021-03-22	2036-03-22	163878.58	131311.18	6.4658	199823	Residential_Mortgage	0	Current	21293	708	0.28	0.6571
L00003104	C552776	Commercial Real Estate (CRE)	Other Texas Region	2023-06-16	2035-06-16	1594318.67	811595.91	6.3841	1891146.13	Multi-Family	0	Current	-1	-1	-1	0.4292
L00003105	C571256	Residential Mortgage	Other Texas Region	2018-10-09	2030-10-09	1000	728.21	4.9533	1346.26	Residential_Mortgage	0	Current	67844	745	0.51	0.5409
L00003106	C223257	Residential Mortgage	Other Texas Region	2021-08-05	2042-08-05	107357.04	17667.57	13.8667	134877.2	Residential_Mortgage	0	Current	35555	777	0.22	0.131
L00003107	C972637	Commercial Real Estate (CRE)	Killeen, TX Metro	2021-03-10	2035-03-10	2116907.56	503683.13	7.5016	2492053.4	Office	0	Current	-1	-1	-1	0.2021
L00003108	C369054	Residential Mortgage	Other Texas Region	2021-06-01	2037-06-01	450442.86	122835.93	5.5739	526669.5	Residential_Mortgage	0	Current	45418	701	0.3	0.2332
L00003109	C933289	Residential Mortgage	Other Texas Region	2023-12-16	2047-12-16	111863.88	36352.71	7.3328	136800.89	Residential_Mortgage	0	Current	158977	717	0.38	0.2657
L00003110	C659252	Commercial Real Estate (CRE)	Other Texas Region	2020-07-27	2030-07-27	658556.89	71252.56	7.8722	808233.51	Office	0	Current	-1	-1	-1	0.0882
L00003111	C518443	Residential Mortgage	Other Texas Region	2023-12-30	2033-12-30	140257.99	127952.2	14.1762	158585.6	Residential_Mortgage	0	Current	102861	774	0.16	0.8068
L00003112	C903585	Residential Mortgage	Other Texas Region	2023-04-16	2041-04-16	241350.65	228194.94	5.4365	298193.05	Residential_Mortgage	0	Current	180631	775	0.34	0.7653
L00003113	C421909	Personal Unsecured	Other Texas Region	2022-08-28	2032-08-28	245701.71	98586.17	8.8172	-1	Personal_Unsecured	0	Current	101931	607	0.37	0.3217
L00003114	C854444	Commercial Real Estate (CRE)	Other Texas Region	2019-02-07	2036-02-07	879223.73	99895.59	9.361	937327.17	Office	0	Current	-1	-1	-1	0.1066
L00003115	C732500	Residential Mortgage	Other Texas Region	2022-04-05	2034-04-05	128662.99	17697.46	12.9463	140603.36	Residential_Mortgage	0	Current	38420	656	0.5	0.1259
L00003116	C663359	Residential Mortgage	Killeen, TX Metro	2019-11-22	2035-11-22	320205.29	89446.17	12.404	338695.12	Residential_Mortgage	0	Current	20000	679	0.26	0.2641
L00003117	C212990	Personal Unsecured	Other Texas Region	2019-12-14	2029-12-14	35049.3	15338.98	4.6651	-1	Personal_Unsecured	0	Current	91855	823	0.52	0.3686
L00003118	C169519	Residential Mortgage	Killeen, TX Metro	2018-01-26	2036-01-26	159440.5	34929.34	12.5779	221702.56	Residential_Mortgage	0	Current	68859	697	0.38	0.1576
L00003119	C109503	Residential Mortgage	Other Texas Region	2022-04-18	2027-04-18	72629.66	19147.7	7.1088	81978.38	Residential_Mortgage	0	Current	37951	673	0.31	0.2336
L00003120	C291775	Commercial Real Estate (CRE)	Other Texas Region	2022-09-12	2041-09-12	345302.84	179779.34	6.1437	457790.58	Multi-Family	0	Current	-1	-1	-1	0.3927
L00003121	C719745	Commercial Real Estate (CRE)	Killeen, TX Metro	2022-10-04	2035-10-04	1383132.65	1175400.12	9.4054	1417418.55	Office	0	Current	-1	-1	-1	0.8293
L00003122	C813226	Commercial Real Estate (CRE)	Other Texas Region	2020-02-12	2032-02-12	2118850.75	257098.11	6.0573	2136571.69	Industrial	0	Current	-1	-1	-1	0.1203
L00003123	C247977	Consumer Auto	Other Texas Region	2023-05-26	2034-05-26	211828.29	200197.05	9.9926	254881.98	Consumer_Auto	0	Current	61691	742	0.47	0.7854
L00003124	C670126	Residential Mortgage	Other Texas Region	2022-08-27	2037-08-27	17182.91	7257.8	10.3156	22514.04	Residential_Mortgage	0	Current	45159	687	0.46	0.3224
L00003125	C551495	Residential Mortgage	Other Texas Region	2022-05-07	2030-05-07	279297.94	57022.78	6.7127	310251.41	Residential_Mortgage	0	Current	111432	681	0.16	0.1838
L00003126	C713777	Residential Mortgage	Killeen, TX Metro	2018-04-02	2037-04-02	188739.34	78074.54	12.2977	213073.73	Residential_Mortgage	0	Current	88437	701	0.51	0.3664
L00003127	C126806	Commercial Real Estate (CRE)	Other Texas Region	2021-11-10	2042-11-10	1054112.25	910442.74	9.1495	1114686.85	Multi-Family	0	Current	-1	-1	-1	0.8168
L00003128	C276072	Consumer Auto	Other Texas Region	2022-03-01	2033-03-01	148382	48265.48	10.1348	161815.29	Consumer_Auto	0	Current	114293	674	0.51	0.2983
L00003129	C515384	Consumer Auto	Other Texas Region	2021-04-25	2040-04-25	185819.43	51101.34	9.7694	244817.71	Consumer_Auto	0	Current	92675	723	0.46	0.2087
L00003130	C170119	Consumer Auto	Other Texas Region	2023-07-10	2042-07-10	119785.03	57288.2	11.2111	148742.12	Consumer_Auto	0	Current	102221	708	0.45	0.3852
L00003131	C925146	Commercial Real Estate (CRE)	Other Texas Region	2018-05-26	2027-05-26	1632435.89	962807.4	5.7615	2119454.74	Office	0	Current	-1	-1	-1	0.4543
L00003132	C285165	Residential Mortgage	Other Texas Region	2018-03-04	2028-03-04	64468.39	37433.89	8.0198	68454.25	Residential_Mortgage	0	Current	44126	689	0.34	0.5468
L00003133	C941851	Personal Unsecured	Killeen, TX Metro	2020-12-23	2039-12-23	210223.37	22536.96	14.703	-1	Personal_Unsecured	0	Current	145822	687	0.43	0.0991
L00003134	C729720	Residential Mortgage	Killeen, TX Metro	2023-04-11	2036-04-11	156568.77	81081.2	13.6106	220419.72	Residential_Mortgage	0	Current	76026	610	0.46	0.3678
L00003135	C570641	Residential Mortgage	Killeen, TX Metro	2023-09-18	2036-09-18	137748.6	38895.1	7.1389	138329.34	Residential_Mortgage	0	Current	84315	688	0.27	0.2812
L00003136	C979381	Residential Mortgage	Other Texas Region	2018-02-07	2025-02-07	191634.43	68670.06	8.9399	254676.75	Residential_Mortgage	0	Current	111313	798	0.27	0.2696
L00003137	C571027	Residential Mortgage	Other Texas Region	2022-11-14	2038-11-14	251320.27	38416.15	5.576	289811.75	Residential_Mortgage	0	Current	75637	782	0.25	0.1326
L00003138	C507507	Residential Mortgage	Other Texas Region	2021-11-23	2028-11-23	118064.64	86365.34	7.2422	156095.4	Residential_Mortgage	0	Current	105813	735	0.36	0.5533
L00003139	C802164	Commercial Real Estate (CRE)	Other Texas Region	2023-08-27	2039-08-27	658239.39	644284.71	6.8095	659767.15	Multi-Family	0	Current	-1	-1	-1	0.9765
L00003140	C963403	Residential Mortgage	Other Texas Region	2021-02-19	2043-02-19	1000	516.31	4.1929	1297.32	Residential_Mortgage	0	Current	62079	729	0.53	0.398
L00003141	C979903	Consumer Auto	Other Texas Region	2020-01-06	2026-01-06	63021.23	11928.56	13.376	84803.29	Consumer_Auto	0	Current	112001	736	0.2	0.1407
L00003142	C951378	Personal Unsecured	Other Texas Region	2020-11-22	2040-11-22	172489.92	89853.19	4.9168	-1	Personal_Unsecured	0	Current	170335	664	0.24	0.423
L00003143	C985421	Commercial Real Estate (CRE)	Other Texas Region	2022-02-27	2029-02-27	1598965.98	647083.24	7.5955	2169979.77	Industrial	0	Current	-1	-1	-1	0.2982
L00003144	C184080	Consumer Auto	Other Texas Region	2021-05-17	2037-05-17	220884.92	219261.48	10.7551	242065.79	Consumer_Auto	0	Current	36949	734	0.35	0.9058
L00003145	C352791	Commercial Real Estate (CRE)	Other Texas Region	2022-05-13	2035-05-13	1172402.76	481363.66	6.8749	1220748.12	Retail	0	Current	-1	-1	-1	0.3943
L00003146	C177794	Personal Unsecured	Other Texas Region	2018-02-06	2031-02-06	1000	647.7	4.1086	-1	Personal_Unsecured	0	Current	145192	698	0.18	0.6433
L00003147	C392985	Commercial Real Estate (CRE)	Killeen, TX Metro	2023-04-29	2029-04-29	1672255.02	882712.06	8.1496	2013691.07	Multi-Family	0	Current	-1	-1	-1	0.4384
L00003148	C224447	Residential Mortgage	Other Texas Region	2022-12-11	2033-12-11	366556.99	276223.26	6.9638	379038.36	Residential_Mortgage	60	Past Due (60)	47080	742	0.42	0.7287
L00003149	C220029	Commercial Real Estate (CRE)	Killeen, TX Metro	2021-04-08	2045-04-08	100000	14778.75	6.8509	136240.14	Office	0	Current	-1	-1	-1	0.1085
L00003150	C279830	Residential Mortgage	Other Texas Region	2020-11-27	2025-11-27	242088.2	52457.47	7.0183	281321.98	Residential_Mortgage	0	Current	51673	750	0.21	0.1865
L00003151	C607942	Residential Mortgage	Other Texas Region	2021-12-08	2041-12-08	7822.7	4830.61	13.2991	10519.07	Residential_Mortgage	0	Current	35484	717	0.45	0.4592
L00003152	C438416	Consumer Auto	Killeen, TX Metro	2021-02-20	2035-02-20	223324.23	94340.94	13.0536	275877.09	Consumer_Auto	0	Current	49450	788	0.29	0.342
L00003153	C661931	Residential Mortgage	Other Texas Region	2022-10-16	2030-10-16	1000	974.14	9.7378	1034.68	Residential_Mortgage	0	Current	95433	760	0.41	0.9415
L00003154	C406094	Residential Mortgage	Other Texas Region	2023-04-28	2029-04-28	1000	748.9	4.1628	1402.67	Residential_Mortgage	0	Current	141239	745	0.43	0.5339
L00003155	C287921	Residential Mortgage	Other Texas Region	2023-12-13	2036-12-13	4514.31	2617.78	11.4523	5656.43	Residential_Mortgage	0	Current	106777	699	0.45	0.4628
L00003156	C462644	Commercial Real Estate (CRE)	Other Texas Region	2023-06-12	2038-06-12	1758467.48	1417399.16	7.5376	1946353.41	Retail	0	Current	-1	-1	-1	0.7282
L00003157	C783404	Commercial Real Estate (CRE)	Other Texas Region	2020-09-19	2035-09-19	1846969.32	638999.03	8.1684	2091710.39	Multi-Family	0	Current	-1	-1	-1	0.3055
L00003158	C598685	Residential Mortgage	Other Texas Region	2022-03-14	2045-03-14	142966.74	42896.89	6.5196	192830.87	Residential_Mortgage	0	Current	120970	703	0.39	0.2225
L00003159	C487732	Residential Mortgage	Other Texas Region	2020-06-25	2044-06-25	118090.68	85957.43	7.4338	137605.13	Residential_Mortgage	0	Current	177150	651	0.2	0.6247
L00003160	C640285	Commercial Real Estate (CRE)	Other Texas Region	2019-09-17	2028-09-17	1678824.56	812933.33	7.4332	1769274.22	Industrial	0	Current	-1	-1	-1	0.4595
L00003161	C966183	Residential Mortgage	Killeen, TX Metro	2021-05-08	2037-05-08	41817.75	20828.4	11.4984	49447.19	Residential_Mortgage	0	Current	112712	813	0.18	0.4212
L00003162	C722893	Commercial Real Estate (CRE)	Killeen, TX Metro	2018-01-14	2041-01-14	3142439.61	591107.36	7.9454	3474808.12	Multi-Family	0	Current	-1	-1	-1	0.1701
L00003163	C941965	Residential Mortgage	Other Texas Region	2019-09-14	2031-09-14	297579.89	226255.23	4.2859	415131.27	Residential_Mortgage	0	Current	33138	625	0.35	0.545
L00003164	C444710	Personal Unsecured	Killeen, TX Metro	2019-11-03	2027-11-03	85071.84	81987.14	9.8753	-1	Personal_Unsecured	0	Current	78536	789	0.39	0.7015
L00003165	C850230	Residential Mortgage	Other Texas Region	2019-06-27	2030-06-27	355773.39	221673.39	9.4116	471870.23	Residential_Mortgage	0	Current	33503	677	0.3	0.4698
